Account Name,Created Date,Cloud or On-Premise,Lead Source,Opportunity Owner,Stage,Close Date,Type,Amount,Company Country (CB),Company State (CB),Company Industry (CB)
A1 Company,11/11/2021,,Partner Referral,S Seller,Closed Lost,5/31/2019,New Business,48000,United States,Florida,Internet Software & Services
H1 Company,11/11/2021,,Partner Referral,F Seller,Closed Lost,10/30/2016,Partnership,0,Japan,Osaka Prefecture,
I1 Company,11/11/2021,,Web - Paid Traffic,T Seller,Closed Won,12/7/2021,Renewal (Flat or Partial Churn),50000,United States,California,Internet Software & Services
G1 Company,11/11/2021,,,S Seller,Closed Lost,12/31/2016,New Business,35000,Turkey,İstanbul,Internet Software & Services
A1 Company,11/11/2021,,Partner Referral,D Seller,Requalify,2/28/2022,New Business,110000,Italy,Lombardia,Utilities
T1 Company,11/11/2021,,,S Seller,Closed Lost,8/31/2015,Upsell,100000,United States,California,Internet Software & Services
P1 Company,11/11/2021,,Partner Referral,D Seller,Closed Lost,4/1/2022,New Business,0,Belgium,Bruxelles,Internet Software & Services
Y1 Company,11/11/2021,,,S Seller,Closed Lost,2/28/2018,New Business,0,India,Maharashtra,Banks
C1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,27000,United States,New York,Electric Utilities
A1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,United States,Virginia,
G1 Company,11/11/2021,,,S Seller,Closed Lost,12/31/2016,New Business,35000,Turkey,İstanbul,Internet Software & Services
B1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,United States,North Carolina,Banks
#N/A,11/11/2021,,,S Seller,Closed Lost,12/31/2015,Upsell,50000,,,
Y1 Company,11/11/2021,,,S Seller,Closed Won,9/27/2019,Renewal (Flat or Partial Churn),106793,United States,California,Internet Software & Services
V1 Company,11/11/2021,,,T Seller,Closed Lost,9/29/2017,New Business,0,Poland,Masovian Voivodeship,Internet Software & Services
O1 Company,11/11/2021,,Partner Referral,T Seller,Closed Won,2/23/2021,Renewal (Flat or Partial Churn),0,France,,Diversified Telecommunication Services
T1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2017,New Business,0,United States,Nebraska,Diversified Financial Services
A1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2018,New Business,100000,United States,Arkansas,Internet Software & Services
U1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,,150000,United States,Texas,Professional Services
C1 Company,11/11/2021,,,T Seller,Closed Lost,9/25/2015,Upsell,100000,United States,Nebraska,Retailing
#N/A,11/11/2021,,,S Seller,Closed Lost,3/31/2016,Upsell,80000,,,
#N/A,11/11/2021,,,S Seller,Closed Lost,12/31/2016,New Business,100000,,,
S1 Company,11/11/2021,,,S Seller,Closed Lost,9/30/2015,Upsell,50000,Germany,Baden-Württemberg,Internet Software & Services
D1 Company,11/11/2021,,Partner Referral,S Seller,Closed Lost,12/31/2018,New Business,0,United States,Virginia,Internet Software & Services
P1 Company,11/11/2021,,,S Seller,Closed Lost,12/30/2016,Upsell,54000,United States,New York,Professional Services
S1 Company,11/11/2021,,Event,T Seller,Closed Lost,5/11/2021,New Business,0,United States,Michigan,Internet Software & Services
A1 Company,11/11/2021,,Partner Referral,T Seller,3 - Technical Validation,9/30/2022,New Business,75000,India,कर्नाटक,Professional Services
U1 Company,11/11/2021,,,D Seller,Closed Lost,12/30/2016,New Business,0,United States,Maryland,Leisure Products
M1 Company,11/11/2021,,,S Seller,Closed Lost,5/30/2018,New Business,0,,,
R1 Company,11/11/2021,,,A Seller,Closed Lost,6/17/2020,New Business,45000,India,Maharashtra,Gas Utilities
A1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2017,Upsell,0,United States,Texas,Airlines
V1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2017,Upsell,0,United States,New Jersey,Diversified Telecommunication Services
B1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,United Kingdom,Greater London,Professional Services
C1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,United States,Illinois,Internet Software & Services
C1 Company,11/11/2021,,,T Seller,Closed Lost,5/30/2018,Renewal (Flat or Partial Churn),99538,,,
G1 Company,11/11/2021,,,D Seller,Closed Lost,3/31/2022,New Business,80000,United States,Georgia,Internet Software & Services
S1 Company,11/11/2021,,,S Seller,Closed Lost,9/20/2015,,100000,,,
A1 Company,11/11/2021,,Web - Paid Traffic,T Seller,Closed Lost,6/26/2020,New Business,56250,United States,Massachusetts,Health Care Providers & Services
G1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,United States,Minnesota,Machinery
N1 Company,11/11/2021,,,S Seller,Closed Lost,12/29/2017,Upsell,0,United States,New York,Professional Services
B1 Company,11/11/2021,,,S Seller,Closed Lost,12/31/2016,New Business,70000,,,
V1 Company,11/11/2021,,,S Seller,Closed Won,9/29/2017,Renewal (Flat or Partial Churn),36000,United States,California,Internet Software & Services
C1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,United States,New York,Diversified Financial Services
S1 Company,11/11/2021,,,T Seller,Closed Lost,6/30/2016,,0,United States,Georgia,Diversified Financial Services
A1 Company,11/11/2021,,,T Seller,Requalify,7/18/2019,New Business,0,United States,Ohio,Retailing
I1 Company,11/11/2021,,,S Seller,Closed Won,3/31/2015,Upsell,250000,Turkey,İstanbul,Banks
E1 Company,11/11/2021,,,S Seller,Closed Lost,2/29/2016,Upsell,50000,United States,California,Internet Software & Services
A1 Company,11/11/2021,,,S Seller,Closed Lost,6/29/2018,Upsell,0,United States,Texas,Airlines
#N/A,11/11/2021,,,S Seller,Closed Lost,6/30/2015,Upsell,75000,,,
F1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2017,New Business,80000,Mexico,Nuevo León,Consumer Staples
A1 Company,11/11/2021,,,S Seller,Closed Lost,10/1/2015,,75000,United States,California,Household Durables
F1 Company,11/11/2021,,,S Seller,Closed Lost,3/31/2018,New Business,0,United States,Indiana,Retailing
T1 Company,11/11/2021,,Web - Organic Traffic,S Seller,Closed Won,8/30/2018,Upsell,112752,Russia,,
C1 Company,11/11/2021,,,S Seller,Closed Lost,9/29/2017,New Business,0,United States,Virginia,Diversified Financial Services
A1 Company,11/11/2021,,,S Seller,Closed Lost,1/31/2017,Upsell,50000,Canada,Alberta,Diversified Consumer Services
i1 Company,11/11/2021,,,S Seller,Closed Lost,3/27/2015,Upsell,50000,United States,Florida,Internet Software & Services
N1 Company,11/11/2021,,Partner Referral,S Seller,Closed Lost,9/30/2016,Upsell,100000,United Kingdom,Greater London,Internet Software & Services
P1 Company,11/11/2021,,,S Seller,Closed Lost,12/31/2016,Upsell,0,United States,Florida,Internet Software & Services
#N/A,11/11/2021,,,S Seller,Closed Lost,12/31/2016,New Business,0,,,
L1 Company,11/11/2021,,,S Seller,Closed Lost,4/29/2016,Upsell,100000,United States,Kentucky,Internet Software & Services
i1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,100000,United States,Massachusetts,Diversified Telecommunication Services
#N/A,11/11/2021,,,S Seller,Requalify,11/17/2020,Renewal (Flat or Partial Churn),18330,,,
V1 Company,11/11/2021,,,T Seller,Closed Lost,12/31/2018,New Business,0,United States,New Jersey,Diversified Telecommunication Services
#N/A,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,,,
N1 Company,11/11/2021,,,T Seller,Closed Lost,3/30/2018,New Business,0,Switzerland,Basel-Stadt,Pharmaceuticals
U1 Company,11/11/2021,,,S Seller,Closed Lost,12/30/2016,Upsell,0,United States,Texas,Professional Services
#N/A,11/11/2021,,,S Seller,Closed Lost,6/29/2018,New Business,60000,,,
N1 Company,11/11/2021,,,T Seller,Closed Lost,12/30/2016,New Business,0,India,महाराष्ट्र,Internet Software & Services
#N/A,11/11/2021,,,S Seller,Closed Lost,3/31/2018,New Business,0,,,
A1 Company,11/11/2021,,,S Seller,Closed Won,12/18/2017,New Business,92000,United States,Tennessee,Internet Software & Services
S1 Company,11/11/2021,,Web - Organic Traffic,S Seller,Closed Lost,4/30/2019,New Business,48000,United Kingdom,Derbyshire,Consumer Discretionary
C1 Company,11/11/2021,,,S Seller,Closed Lost,12/30/2016,Upsell,0,United States,Virginia,Diversified Financial Services
H1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2017,Upsell,240000,United States,Oklahoma,Gas Utilities
S1 Company,11/11/2021,,,S Seller,Closed Lost,9/30/2020,New Business,72000,United States,Arkansas,Electrical Equipment
M1 Company,11/11/2021,,,T Seller,Closed Lost,9/7/2018,New Business,110000,United States,Illinois,"Hotels, Restaurants & Leisure"
P1 Company,11/11/2021,,,S Seller,Closed Lost,5/10/2018,New Business,0,United States,California,Capital Markets
i1 Company,11/11/2021,,,S Seller,Closed Won,3/29/2018,Renewal (Flat or Partial Churn),8340,United States,Massachusetts,Diversified Telecommunication Services
V1 Company,11/11/2021,,,T Seller,Closed Lost,12/29/2017,New Business,100000,United States,New Jersey,Diversified Telecommunication Services
U1 Company,11/11/2021,,,S Seller,Closed Lost,12/31/2015,Upsell,153600,Canada,Québec,Media
#N/A,11/11/2021,,,S Seller,Closed Lost,12/31/2016,New Business,50000,,,
T1 Company,11/11/2021,,,S Seller,Closed Lost,6/28/2019,New Business,75000,United States,Washington,Diversified Telecommunication Services
S1 Company,11/11/2021,,Web - Organic Traffic,T Seller,Closed Lost,12/31/2019,New Business,0,United States,Georgia,Internet Software & Services
S1 Company,11/11/2021,,Web - Organic Traffic,T Seller,Closed Lost,9/29/2017,New Business,0,Singapore,,Diversified Telecommunication Services
A1 Company,11/11/2021,,,S Seller,Closed Lost,3/30/2018,Upsell,0,Sweden,Stockholms län,Building Materials
S1 Company,11/11/2021,,,S Seller,Closed Lost,12/30/2017,Upsell,0,United States,Texas,Airlines
i1 Company,11/11/2021,,,S Seller,Closed Won,2/22/2017,Renewal (Flat or Partial Churn),8340,United States,Massachusetts,Diversified Telecommunication Services
V1 Company,11/11/2021,,,S Seller,Closed Lost,1/18/2016,Upsell,50000,United States,California,Automotive
A1 Company,2/24/2022,,Partner Referral,M Seller,2 - Value Qualification,6/30/2022,Upsell,100000,United States,Missouri,Health Care Providers & Services
M1 Company,11/11/2021,,,S Seller,Closed Lost,12/31/2019,New Business,0,United States,Nevada,"Hotels, Restaurants & Leisure"
A1 Company,2/24/2022,,Partner Referral,A Seller,2 - Value Qualification,6/30/2022,New Business,150000,United States,Missouri,Internet Software & Services
V1 Company,2/24/2022,,Web - Organic Traffic,A Seller,1 - Discovery,7/29/2022,New Business,60000,United States,Massachusetts,Construction & Engineering
H1 Company,11/11/2021,,,S Seller,Closed Lost,3/17/2017,New Business,0,United States,California,Internet Software & Services
V1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,United States,California,Internet Software & Services
V1 Company,1/17/2022,,Web - Organic Traffic,S Seller,1 - Discovery,6/30/2022,New Business,175000,United States,Massachusetts,Pharmaceuticals
A1 Company,11/11/2021,,,T Seller,Closed Lost,8/24/2018,New Business,125000,United States,Illinois,Insurance
A1 Company,1/24/2022,,Web - Organic Traffic,A Seller,Closed Lost,7/29/2022,New Business,120000,United States,Arizona,Internet Software & Services
R1 Company,11/11/2021,,,S Seller,Closed Lost,1/31/2017,New Business,0,United States,California,Internet Software & Services
S1 Company,2/18/2022,,Web - Organic Traffic,A Seller,4 - Proposal Submitted,3/30/2022,Upsell,0,"Korea, Republic of",Gyeonggi-do,"Technology Hardware, Storage & Peripherals"
G1 Company,11/11/2021,,,T Seller,Closed Lost,6/30/2017,New Business,0,Tunisia,,Communications Equipment
D1 Company,2/14/2022,,Web - Paid Traffic,A Seller,Closed Lost,3/31/2022,New Business,90000,United Kingdom,Greater London,Professional Services
P1 Company,2/1/2022,,Web - Organic Traffic,N Seller,3 - Technical Validation,6/30/2021,New Business,50000,Bermuda,Pembroke Parish,Professional Services
C1 Company,2/1/2022,,Web - Organic Traffic,K Seller,3 - Technical Validation,6/30/2022,New Business,75000,United Kingdom,Greater London,Communications Equipment
R1 Company,2/3/2022,,Web – Organic Traffic,A Seller,3 - Technical Validation,5/31/2022,New Business,100000,United States,Ohio,"Hotels, Restaurants & Leisure"
i1 Company,11/11/2021,,,S Seller,Closed Lost,2/29/2020,Renewal (Flat or Partial Churn),8340,United States,Massachusetts,Diversified Telecommunication Services
G1 Company,2/3/2022,,Partner Referral,N Seller,1 - Discovery,5/31/2022,New Business,150000,United States,Massachusetts,Electrical Equipment
D1 Company,11/11/2021,,,S Seller,Closed Lost,8/23/2018,Upsell,0,United States,Illinois,Diversified Financial Services
T1 Company,1/31/2022,,Web - Organic Traffic,A Seller,3 - Technical Validation,10/28/2022,New Business,80000,United States,Massachusetts,Internet Software & Services
#N/A,11/11/2021,,,S Seller,Closed Lost,12/31/2016,New Business,0,,,
M1 Company,1/31/2022,,Seller Generated,N Seller,1 - Discovery,6/30/2022,New Business,100000,United States,New York,Insurance
M1 Company,1/31/2022,,Web - Organic Traffic,N Seller,0 - First Meeting,6/30/2022,Upsell,100000,United States,New York,Professional Services
P1 Company,11/11/2021,,,S Seller,Closed Lost,12/30/2016,Upsell,0,United States,California,Diversified Financial Services
N1 Company,2/24/2022,,Partner Referral,N Seller,0 - First Meeting,6/30/2022,New Business,,United States,Connecticut,Health Care Providers & Services
J1 Company,11/11/2021,,,S Seller,Closed Lost,12/30/2016,Upsell,0,United States,New York,Diversified Financial Services
T1 Company,2/23/2022,,Partner Referral,C Seller,0 - First Meeting,5/31/2022,New Business,,Spain,Comunidad de Madrid,Diversified Telecommunication Services
T1 Company,11/11/2021,,,S Seller,Closed Lost,2/23/2018,Upsell,0,United States,California,Renewable Electricity
D1 Company,2/24/2022,,Partner Referral,A Seller,2 - Value Qualification,5/31/2022,New Business,70000,,,
A1 Company,2/24/2022,,,A Seller,2 - Value Qualification,7/29/2022,New Contract with a Different End Date,150000,Australia,Victoria,Professional Services
D1 Company,11/11/2021,,,T Seller,Closed Lost,12/31/2018,New Business,0,United States,New Jersey,Internet Software & Services
A1 Company,2/24/2022,,,E Seller,2 - Value Qualification,5/30/2022,New Business,100000,United States,Texas,Airlines
#N/A,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,,,
M1 Company,1/20/2022,,Web - Organic Traffic,A Seller,3 - Technical Validation,12/30/2022,New Business,200000,United States,Indiana,Utilities
N1 Company,1/20/2022,,Web - Organic Traffic,K Seller,Closed Lost,3/31/2022,New Business,145000,United States,New York,Professional Services
C1 Company,11/11/2021,,,S Seller,Closed Lost,9/22/2015,,250000,United States,Florida,Internet Software & Services
M1 Company,12/22/2021,,Web - Paid Traffic,S Seller,Closed Lost,12/31/2021,New Business,0,United Kingdom,Greater London,Diversified Financial Services
I1 Company,2/17/2022,,Web - Organic Traffic,S Seller,0 - First Meeting,4/28/2022,New Business,,United Kingdom,Greater London,Media
E1 Company,12/23/2021,,Partner Referral,S Seller,Closed Won,12/31/2021,Upsell,16875,United States,Georgia,Internet Software & Services
H1 Company,12/23/2021,,Partner Referral,L Seller,3 - Technical Validation,4/6/2022,New Business,100000,United States,Georgia,Retailing
B1 Company,11/11/2021,,Partner Referral,S Seller,Closed Lost,12/31/2016,New Business,0,United States,Michigan,Construction & Engineering
M1 Company,1/14/2022,,Web - Organic Traffic,N Seller,Closed Lost,3/31/2022,New Business,100000,United States,New York,Professional Services
M1 Company,1/11/2022,,Web - Organic Traffic,A Seller,1 - Discovery,5/26/2022,New Business,90000,India,Tamil Nadu,IT Services
C1 Company,11/11/2021,,,S Seller,Closed Lost,12/30/2016,Upsell,0,United States,Virginia,Diversified Financial Services
H1 Company,11/11/2021,,,S Seller,Closed Won,9/29/2016,Upsell,19440,China,Guangdong Province,Internet Software & Services
T1 Company,11/11/2021,,Web - Organic Traffic,S Seller,Requalify,9/30/2020,Renewal (Flat or Partial Churn),2240,Russia,,
K1 Company,2/14/2022,,Partner Referral,L Seller,Closed Won,2/16/2022,Upsell,64441.67,Netherlands,Gelderland,Distributors
P1 Company,11/11/2021,,,S Seller,Closed Lost,9/18/2015,Upsell,50000,United States,New York,Professional Services
T1 Company,2/22/2022,,,J Seller,0 - First Meeting,10/19/2022,New Business,175000,United States,Florida,Insurance
A1 Company,11/11/2021,,,D Seller,Closed Lost,4/9/2018,New Business,0,United States,Washington D.C.,Transportation
L1 Company,11/11/2021,,,S Seller,Closed Lost,4/18/2014,Upsell,100000,United States,Ohio,Retailing
B1 Company,1/25/2022,,Web - Organic Traffic,L Seller,1 - Discovery,6/30/2022,New Business,80000,Norway,,Retailing
O1 Company,11/11/2021,,Partner Referral,T Seller,Closed Won,2/17/2022,Renewal (Flat or Partial Churn),65000,Austria,,Transportation
I1 Company,11/11/2021,,,S Seller,Closed Won,3/31/2017,Upsell,22000,Turkey,İstanbul,Banks
M1 Company,11/11/2021,,Partner Referral,D Seller,Closed Lost,10/6/2021,Upsell,73224,United States,New York,Retailing
E1 Company,11/11/2021,,,S Seller,Closed Lost,6/29/2018,Upsell,0,United States,Nevada,"Hotels, Restaurants & Leisure"
